Date,Open,High,Low,Close,Adj Close,Volume
1993-03-01,13.085564,13.653203,11.920411,12.159417,6.402025,218766298
1993-04-01,12.308795,12.697180,11.322897,11.621654,6.118889,172479122
1993-05-01,11.741157,12.906310,11.263145,12.607553,6.637970,158242227
1993-06-01,12.727055,12.995937,11.591778,11.800908,6.281974,152634831
1993-07-01,11.860660,11.890535,9.829111,10.635755,5.661724,215674321
1993-08-01,10.605880,10.964388,9.709608,10.934512,5.820761,147186424
1993-09-01,10.934512,11.083891,9.858987,10.038241,5.373928,150326936
1993-10-01,10.068117,11.143642,10.068117,10.994264,5.885731,190530156
1993-11-01,10.994264,13.414197,10.934512,12.876434,6.893343,282699492
1993-12-01,13.085564,14.310468,12.607553,13.503824,7.264999,205967442
1994-01-01,13.593451,14.340344,13.085564,13.503824,7.264999,223920984
1994-02-01,13.593451,13.712954,12.428298,12.637428,6.798882,155670743
1994-03-01,12.637428,14.071463,12.278920,13.055688,7.055543,258291710
1994-04-01,12.667304,14.220841,12.278920,13.742830,7.426889,223415557
1994-05-01,13.742830,15.326243,13.444073,15.057361,8.137289,200651248
1994-06-01,15.057361,15.535373,13.892208,14.041587,7.621335,188104271
1994-07-01,14.101338,15.087237,13.025813,14.788480,8.026725,230346774
1994-08-01,14.788480,16.760277,14.698853,16.371893,8.886154,252614021
1994-09-01,15.983509,17.059034,15.923757,16.640774,9.068075,191148968
1994-10-01,16.581022,18.254063,16.103010,17.805927,9.703002,227622570
1994-11-01,17.776052,17.985182,16.252390,16.909657,9.214598,192438477
1994-12-01,16.879780,17.835802,16.461519,17.566921,9.605435,169485889
1995-01-01,17.566921,18.642447,16.790154,17.238289,9.425743,219658327
1995-02-01,17.298040,18.224188,17.268164,17.985182,9.834135,147221571
1995-03-01,17.955305,20.345364,17.955305,19.628345,10.768679,267551738
1995-04-01,19.658222,23.153681,19.658222,22.615917,12.407743,234062582
1995-05-01,22.436663,23.392687,21.869024,22.227533,12.194676,271908956
1995-06-01,22.347036,23.751196,21.122131,22.944551,12.621530,280051439
1995-07-01,23.004301,26.589388,22.884798,26.021749,14.314259,316594912
1995-08-01,26.081501,27.396032,23.571941,24.707218,13.591153,293325177
1995-09-01,24.557838,24.976099,21.898901,22.586042,12.452909,407069728
1995-10-01,22.705545,23.721319,21.301386,23.243307,12.815296,346342316
1995-11-01,23.243307,24.468212,22.227533,23.093929,12.732935,232858846
1995-12-01,23.183556,23.243307,20.972754,21.839149,12.071664,249290255
1996-01-01,21.839149,26.260756,19.867352,25.932121,14.334066,455848056
1996-02-01,25.991875,30.801865,25.842495,29.308079,16.200151,357205654
1996-03-01,29.069073,29.995220,25.722992,26.589388,14.729471,346664902
1996-04-01,26.798517,28.889818,24.707218,25.752869,14.266068,386413738
1996-05-01,25.752869,26.888145,24.766970,25.513863,14.133665,235853336
1996-06-01,25.424234,25.483988,22.974426,23.661568,13.151042,243032242
1996-07-01,23.721319,26.021749,21.301386,25.693117,14.280182,316166052
1996-08-01,25.812620,27.664913,25.633366,27.336281,15.193440,196578965
1996-09-01,27.067400,30.562859,26.903084,29.756214,16.591408,223075399
1996-10-01,29.636711,32.355404,29.427582,30.831739,17.191093,247707446
